"","ds.est","dsm.est","dsm.var","dsm.dev","detections"
"360",1006.63328280643,1038.60537257478,3021.64971447408,0.0301903497429551,386
"361",806.412242357482,818.103173131531,2105.30343989088,0.0148531415602455,343
"362",957.698012964967,958.923945027986,2936.60200818684,0.0410009744436047,346
"363",899.231273199924,921.245631194621,2693.84178877998,0.0121134515708814,337
"364",982.90919359436,1017.50460040617,3146.73285640184,0.0329313081350665,355
"365",999.645241877489,1014.23169439621,3136.99578645609,0.00540316857967378,352
"366",820.120670302682,825.558071457298,2263.46819839911,0.0821531874599334,329
"367",988.384751977081,1001.24048757922,3119.45141506493,0.010943321335644,344
"368",1105.16489877274,1122.59167127776,3705.11065653025,0.0704114244417464,367
"369",1042.15226272738,1052.52019992344,3323.84752148626,0.0534599392954308,365
"370",1024.64475389399,1045.00286777505,3283.89152507616,0.0900741369389094,362
"371",973.393338722919,990.710218466282,3071.74791434828,0.0329994054055487,344
"372",1039.42813514038,1076.36418008706,3537.44569892102,0.00232996782373008,350
"373",1002.04844691796,1018.86916903607,2928.63483462331,0.0834369506456719,382
"374",894.214148950605,910.495820032261,2651.92233161485,0.120452310235475,343
"375",949.875186930889,962.26049975028,2671.48320608401,0.0751106527103957,374
"376",968.847713746542,990.437662736752,2856.9554287129,0.0223599511132777,365
"377",1094.97568850452,1097.94788656495,3603.00762297078,0.0251049824796833,362
"378",1056.1798258692,1067.37552670729,3292.0897435513,0.0742806446889705,377
"379",1051.002613654,1083.92009881248,3362.60693685717,0.00193341692387252,371
"380",887.283095394034,907.230759609709,2491.12607971258,0.0852472818853561,361
"381",1008.50264052736,1035.39350680262,3267.51085352258,0.0816110503502847,357
"382",887.839014918354,908.241273712793,2481.15006649188,0.0546675963946787,356
"383",865.380060214862,880.999085754807,2394.44324058833,0.0413211597470432,350
"384",981.969781600003,990.310849562205,3021.57006561655,0.0278978524638823,350
"385",949.085277507197,955.44030370205,2778.21792180451,0.0321606561534798,355
"386",1061.70662446378,1076.94724313259,3326.02795105732,0.0236603348933756,375
"387",1044.23111532073,1062.91265277014,3369.23578264116,0.089273620540943,365
"388",944.298379518828,963.482173744069,2986.63429866676,0.0191565635046989,334
"389",1075.49510569505,1101.45200699777,3730.46554972535,0.0101495286513158,346
"390",1047.1896045767,1069.48533323957,3658.07727461567,0.0379452532032696,336
"391",918.571131804155,935.313920884971,2706.38556264261,0.0291268339864611,346
"392",979.977132717564,1004.39779896053,3266.74467323797,0.0741514686161045,347
"393",937.538437442079,952.742917230834,2978.15744096772,0.094899140231167,332
"394",980.212107842365,1004.22801145782,3110.38738234729,0.0636222053752162,353
"395",849.112466129562,864.811213224751,2605.15334668277,0.151569876303714,314
"396",892.124438776469,911.729614176634,2640.61140136005,0.0978658823526697,341
"397",965.568400463447,987.989024806086,2868.92105149142,0.0701009117674146,367
"398",1000.15729889037,1026.03602107465,3025.86702970464,0.0377854250594261,375
"399",992.518007446941,1003.11694669453,3087.87662602084,0.0868217765543216,356
"400",1046.66012898899,1059.44053331813,3382.24788058006,0.0708378262972108,362
"401",1008.67292061687,1037.32089196196,2991.92034632509,0.0261550983633673,385
"402",1007.1193275866,1025.3917633697,3089.56169273743,0.0656673528591661,371
"403",1046.01506647545,1062.3098863641,3228.65345865539,0.0835331257441582,381
"404",914.437703960297,924.840937665477,2644.83606613769,0.051480930418642,352
"405",947.957472580585,969.761904081488,2783.78066800839,0.0213193148566196,361
"406",1110.89138321407,1131.28465376477,3813.27655429034,0.0293788910567504,363
"407",1066.04867109938,1081.3254515911,3299.5955415906,0.116254192498027,389
"408",1066.33202059789,1075.63979522312,3329.36635332785,0.00433054436562704,370
"409",1060.10646011942,1074.71984226385,3219.32636533159,0.0788986798759066,390
"410",916.138000369171,939.343763869441,2777.04903424488,0.0960808455147498,348
"411",972.943832421931,992.351988403867,3160.62396637495,0.00558088544809917,334
"412",995.645661067497,1016.42180239938,2956.21986697456,0.072349398214951,379
"413",1004.25963675854,1033.14641955022,3063.24425660686,0.0406132295876761,377
"414",1031.64181991774,1053.71173049627,3186.93809651941,0.0169042334663057,372
"415",1121.62722302201,1155.60652542945,3770.65391902154,0.0791664131123115,384
"416",961.647314567482,985.797977171949,2914.95287028239,0.0580222446860545,363
"417",1112.08042665182,1126.99390980865,3405.60486959778,0.0049842254159174,401
"418",1057.49784067874,1088.71326218326,3429.32819473502,0.0123745798663073,372
"419",937.895792564642,967.569856023849,2677.53370582949,0.0371562806121194,377
"420",945.152695618033,966.011589595566,2942.72645936357,0.100430696172662,345
"421",1041.84084025956,1061.18327668015,3266.96634309765,0.0369020051895378,370
"422",1061.54341097507,1082.07675807158,3637.8781734154,0.0182050810403256,344
"423",853.041099622728,862.058643502341,2232.59547927249,0.0123066064702716,358
"424",1043.59359693477,1065.50904431747,3307.94912599757,0.11811040525506,374
"425",1034.38081323572,1061.5298174271,3232.93919377324,0.0939558904060413,380
"426",949.653965418542,964.400051535169,2863.45192913918,0.123289261265914,356
"427",1053.50050152953,1070.57527942024,3206.12117298346,0.060093037249524,390
"428",946.904553349844,971.368420748632,3113.63426357585,0.0296562756830558,325
"429",946.30390934265,967.943962494676,2863.60295923905,0.0740782255161468,357
"430",1070.56126316283,1085.27223589443,3472.60643230574,0.0358052460899325,366
"431",985.741237504581,1004.4013596562,2875.44711856691,0.0851344921280533,382
"432",1048.38984651348,1073.65431326252,3332.0337885935,0.00683053962782316,368
"433",871.4440841415,892.79086352153,2688.23734023643,0.0336221893968538,320
"434",1025.70332257364,1046.6153717418,3287.5136203191,0.0771664050361658,362
"435",1088.42506539259,1107.5877356893,3775.44109069151,0.0435443648218563,352
"436",980.483358241766,992.34810846915,2851.96479958625,0.0515662780408551,372
"437",1012.11676021389,1034.7026025291,2894.9214502657,0.0233403936323702,397
"438",1099.56162148691,1129.7293155219,3519.12891749536,0.0108756985550725,389
"439",1011.33685590183,1025.24216281534,3494.8934255745,0.024828235399954,339
"440",972.602544280755,992.301673516268,2943.495394649,0.0180552860480784,355
"441",948.06101099558,965.416455822745,2905.28528555552,0.0668331175727983,347
"442",969.396663948763,990.218070106097,2997.72116601154,0.0722276270602135,357
"443",973.201375744679,994.103471273294,2848.9051558444,0.114432960415604,380
"444",1019.3197139911,1039.70660897635,3222.40280307624,0.106349096269898,366
"445",999.677106651505,1015.09266727022,3063.96159448473,0.09214251445179,365
