"","ds.est","dsm.est","dsm.var","dsm.dev"
"41",1000.60974881155,1006.97619695006,2213.53171510126,0.178995093786288
"42",934.802532176776,959.097890908411,1999.4477057241,0.168485652993184
"43",971.376910266442,975.732542318954,2051.93449706314,0.180149553389091
"44",1037.94720571654,1054.60858216104,2363.09873011476,0.111773861997347
"45",956.435386399379,981.705047913605,2137.44607167351,0.141506269335862
"46",1013.44020924585,1019.66027146427,2202.82344905524,0.155537337279676
"47",989.998991722244,997.549122756574,2094.94495144285,0.158841954484747
"48",1014.17367736174,1021.47426839132,2243.52205129005,0.179670821001769
"49",1000.45575123469,1007.61131375461,2182.71942812831,0.125642698282975
"50",928.727928055714,952.180060781749,1929.84391650031,0.115405143651913
"51",974.401744773859,981.959617233232,2104.61159091829,0.180684213819255
"52",1019.62864202912,1029.05739895589,2176.78939509721,0.135347594482672
"53",959.425929650757,966.370525955302,2011.95200163818,0.116332004233359
"54",986.957707113552,991.924506039521,2054.43622748472,0.147227429724003
"55",1146.30768359749,1152.64905973712,2648.33453099315,0.161277248584927
"56",1003.5860390202,1015.98061246674,2204.16147842276,0.164393300553887
"57",1036.94838674062,1047.40116149718,2321.89349655198,0.188734065022459
"58",935.410279189329,940.876211643061,1940.33306671132,0.0741195706888337
"59",929.882250083569,936.448926374438,1881.44009333105,0.161181808055916
"60",1014.31382830344,1038.8639007104,2230.63477332253,0.14144318848913
"61",960.605890705018,964.660637611413,2085.29977273796,0.166923706555284
"62",1035.2931972102,1044.83911611433,2378.28654860449,0.142079155629274
"63",1032.97476057122,1040.19759575362,2264.80719141393,0.131844911895145
"64",975.168646693341,993.158956160184,2139.16169883043,0.16773755269523
"65",1041.00976531203,1066.34041928617,2299.2008658506,0.171257009024593
"66",1011.43491622969,1019.36870885906,2272.9176984792,0.161759627873767
"67",971.326060170684,977.902080523482,1996.83729552618,0.176133998670228
"68",1037.82645701034,1044.02104116858,2258.68917246046,0.197628950527816
"69",1056.47372906936,1067.72318898101,2358.2404807671,0.174742713407338
"70",1023.69576573371,1029.58924727656,2152.11664983406,0.155380751935753
"71",906.425949110088,914.79409629692,1835.88617193374,0.143825221192664
"72",961.4563354813,969.950348875731,2091.74948875053,0.171130022681483
"73",988.101916367302,991.53236481083,2131.87919392323,0.176083661217438
"74",985.579943471786,992.390422137748,2114.40080049061,0.15583394473357
"75",934.556006880118,944.356720221183,1925.76724927898,0.206030227445875
"76",1040.54429385432,1052.89899231947,2336.3062246631,0.191728918446418
"77",965.768056383525,978.623664782203,2073.63977909538,0.181495468837697
"78",962.148629779866,983.631998350714,2090.61934094906,0.132730451621361
"79",1018.08585093612,1028.27347855289,2298.54217419175,0.0999759608816426
"80",1060.34697958607,1066.07349960633,2388.54921533487,0.179957442278398
"81",962.279317177765,970.896692261394,1980.41020796416,0.129749009571102
"82",973.695022864595,987.165731069697,2116.1649059676,0.150974645115766
"83",961.461172507687,970.160269327217,2128.82690817814,0.184183678256084
"84",920.580697261424,930.792772232654,1921.42089636825,0.0806253036719286
"85",1038.12214212384,1044.38011505252,2296.57166525399,0.112383278642061
"86",946.445781914619,950.867150401795,1952.29261615662,0.172606386149683
"87",926.215132960782,930.349560950777,1966.15204360564,0.167538318295977
"88",1063.03760233665,1073.59349728944,2523.11361547204,0.117407330152895
"89",1019.52263196219,1026.06137515127,2213.17198261315,0.127006208525429
"90",935.549456143012,939.728385155244,1979.21160597273,0.143591421821569
"91",1051.64863273774,1058.33244991484,2354.86349694042,0.121703792598708
"92",1014.93440518053,1020.61260745375,2248.92091376243,0.178546892171719
"93",992.257232032391,1000.31315104376,2147.13669453094,0.208452556452144
"94",990.864966765693,996.268783051836,2055.48592434776,0.133202980594104
"95",1033.25867797626,1039.03042113255,2249.11182722856,0.216586349721911
"96",1008.52815879111,1019.61651684786,2204.08920527594,0.145531935036097
"97",1051.14211187161,1059.85550301022,2327.80449794002,0.103970066123173
"98",1015.35558927309,1023.14004929899,2208.44955165961,0.148951482297724
"99",957.89125042183,964.471008817804,1970.90263519292,0.22397198906725
"100",1109.63736900374,1115.54275005071,2582.33576816322,0.146661944124392
"101",1024.01154795778,1030.0954833496,2305.64194234873,0.169714383770024
"102",1035.51041488962,1045.12171485475,2394.23988759017,0.156322165389284
"103",1070.69618091079,1080.4884146772,2473.71934351596,0.145710556399326
"104",1013.55474538226,1018.61264101708,2145.01982633853,0.193441134574138
"105",1065.28113568888,1073.81243300345,2485.27882658521,0.171261817236999
"106",1074.05346376547,1102.57390857462,2457.35635141593,0.201972460514545
"107",962.335444701187,968.350891635918,1982.0948743624,0.103090641874835
"108",1038.20368681987,1050.27202160852,2380.21385680927,0.164002253157448
"109",943.336177181898,969.236083089255,2013.00240788991,0.210258597274418
"110",1079.17157637809,1086.42598286725,2449.62005299453,0.15962918470242
"111",1025.28165985531,1032.00469577465,2310.71178102656,0.186938215437542
"112",1026.59613125918,1033.94082619227,2303.63976246278,0.154595524004041
"113",966.193985238993,972.138933123247,1940.91388962821,0.130555679415608
"114",932.665671167675,943.395617687141,1987.22239807361,0.105376551811037
"115",946.358081356341,952.034531910686,1969.88530787739,0.14612247331063
"116",1126.9833540616,1150.41474532926,2617.11321164146,0.11191530356393
"117",988.00218021348,992.563101708015,2074.50645264799,0.175695367733665
"118",1031.11131747669,1038.17769117429,2204.60993976492,0.143456309103347
"119",1017.5005103075,1030.73782155231,2232.01000062823,0.157463406918775
"120",1089.08104508927,1107.69840358118,2525.37321680326,0.0940222828931294
"121",1040.10571988019,1056.37655599296,2322.93107924434,0.116402541421028
"122",988.580710160355,1009.18799413603,2091.93022788975,0.181776206201586
"123",1006.42682672751,1033.92211441597,2366.28323374729,0.153417092981154
"124",1000.92950749827,1007.37182058272,2225.36054864375,0.162438310169447
"125",997.744058134972,1003.50689423058,2137.61716260187,0.144015795066127
"126",1005.03414322385,1012.02257148855,2192.60840602728,0.126374751133913
"127",922.235310401164,941.538175837905,1966.19970692967,0.159629614865902
"128",1003.77618436455,1007.45753585348,2196.86376873681,0.190745313385729
"129",1034.19966470397,1044.98080364098,2153.43068402568,0.213434976465027
"130",1029.9875315801,1050.11165912597,2267.43889989674,0.153457719313558
"131",1030.63553082341,1036.62593440343,2315.03526933351,0.13990678445787
"132",952.376151782174,957.473502295272,1930.38566061524,0.125388342691624
