"","ds.est","dsm.est","dsm.var","dsm.dev","detections"
"422",881.937503023054,874.910627120293,2331.85216632455,0.139191852867247,381
"423",987.539859950936,986.849155357871,2683.25058858495,0.092975726652386,414
"424",1037.14208708393,1068.63412045024,3219.89094236493,0.0527893445615928,411
"425",973.558786575911,964.65427902464,2664.50171585919,0.0113357789651745,396
"426",1047.04536527684,1058.52800312948,3038.04389651157,0.0282955461280303,413
"427",1033.56736199912,1043.87158365699,3311.82503976381,0.118546812740984,379
"428",929.874995665481,951.068936119993,2727.49917296899,0.0984609506896714,380
"429",1033.11495420699,1032.88391282149,2975.36530875672,0.08284419336147,409
"430",1042.94081441759,1041.43185575001,3136.62942368803,0.00678695464544623,393
"431",975.97331842117,991.599204195438,2970.0622595303,0.00165377673676517,377
"432",967.547923386237,982.657382745858,2731.77033773719,0.0926968636819121,405
"433",978.956495684722,991.374637201542,2862.83552496161,0.0481455140273416,392
"434",1073.93716247327,1079.88600019588,3382.85659471339,0.0269494278621656,386
"435",1021.34290964627,1029.18007309599,3154.64528590173,0.0661172761483916,386
"436",1137.18327385744,1136.77444942549,3630.933665631,0.0766768777415932,411
"437",994.929580183746,1010.13475470205,2958.49284874957,0.0288273934533853,385
"438",1018.26448518523,1033.41163943844,3039.79666172657,0.017132071767941,401
"439",1004.64377782819,1018.48088300814,2867.07055635538,0.0111110886773098,403
"440",916.374349114023,912.952952536571,2671.49764044717,0.0629301346237772,358
"441",1033.5489707081,1036.30764942733,3139.05276676912,0.0332498852364464,390
"442",1023.21130652921,1020.71604593758,3094.03837066678,0.0127403225608974,381
"443",943.261936021963,936.384231881532,2657.10550600571,0.0368877643936361,367
"444",1059.87413731164,1074.40461846928,3270.55631006228,0.082052028608097,402
"445",918.65237818376,927.891667785842,2665.47820284706,0.0716792504259019,367
"446",1017.013291215,1020.22968755325,3025.65212459075,0.0802458852142156,392
"447",954.609828770142,959.754878602762,2783.65983555795,0.0322501667900925,378
"448",1000.17076413447,1002.66177322452,2793.75640200034,0.00959861253277317,400
"449",985.554650811892,979.761580981162,2856.25845054098,0.109655975242824,386
"450",1050.07112205308,1057.12452775228,3055.48684617518,0.0414263131019804,416
"451",1050.32009797835,1062.3992098379,3182.5766487279,0.0145560539480202,401
"452",1047.16319299066,1055.84468528163,3026.81440128501,0.0182389536268321,410
"453",949.736595448564,963.150647499236,2728.70646018841,0.0133344378639188,381
"454",1001.41200420257,1000.15880152556,3043.98747254022,0.0623988621478801,377
"455",1017.60417253028,1034.0487017949,3203.83986212944,0.0693631752622312,383
"456",946.870414390467,936.047048336787,2557.07855495427,0.0904175942837379,393
"457",1051.79677812665,1035.31348628542,3165.91343373922,0.0696698329465936,390
"458",949.876551054773,970.551542078669,2791.1087453401,0.0447589291666541,391
"459",1137.68378987369,1151.85175096964,3610.41002916457,0.0431898932169127,427
"460",1037.56485642782,1043.9741783233,3211.27419572426,0.0663075996525452,393
"461",953.450552752697,960.29153482217,2608.41583547783,0.00536274178258627,402
"462",1008.67246832582,1019.68070891331,3040.75272212949,0.00817250870439249,391
"463",1023.54271748943,1038.27666250903,3211.77568901633,0.0198553495621123,383
"464",1000.64579667864,1003.55802612163,2880.86875342656,0.089420579485529,398
"465",995.920790781638,1000.96670572072,2848.60165481231,0.0320234532021973,400
"466",1005.8183479383,1011.00292418336,2993.34223872539,0.0542885631052071,389
"467",969.404573576954,983.839074727029,2757.50912314195,0.0494709340651639,405
"468",1023.53007437725,1010.46164439356,3117.85019881356,0.0171644555468722,373
"469",891.715981631289,916.501050369824,2573.89134260686,0.0175007269052121,367
"470",1095.08724071145,1096.22234914682,3476.83202552462,0.0812481902968012,395
"471",1093.50582914961,1115.65371020122,3321.95150051309,0.0252174547126954,422
"472",956.436968425445,963.048440394302,2811.65630097588,0.0662615589935253,377
"473",970.209171562361,970.159628898351,2892.00408668471,0.0348971484852468,370
"474",1034.07480925997,1037.74927542147,2919.37182704861,0.0691383534060191,420
"475",972.468667337646,984.892281156125,2785.35376566373,0.143438734837054,399
"476",1030.52688951772,1051.19011207345,3279.84536336068,0.0936946328472111,392
"477",965.086213478584,959.177011160426,2501.19923923769,0.0252970095109193,409
"478",953.318312447931,976.920813970931,2696.5953389552,0.0429447705116942,403
"479",1087.86026161723,1100.13443771622,3424.55265571852,0.0296758518382541,409
"480",1029.80532381352,1032.69448094284,3241.23885400971,0.0885282030894619,379
"481",907.809389369209,911.272983151222,2449.04954163462,0.0861507944483936,389
"482",1043.33473334992,1055.89197058168,3347.24038371784,0.0306455491960596,378
"483",907.20568389971,923.142133663011,2653.77014228694,0.0239751044413421,364
"484",1062.39059273674,1047.14498180812,3246.81280865855,0.0688333415823533,386
"485",1000.04994965374,1010.53731498286,2876.94468894404,0.0251109906422591,396
"486",1043.29070672829,1054.27139610985,3065.32297805188,0.055042494678487,408
"487",919.082488421338,918.296261730062,2523.06771495791,0.0913512774926502,386
"488",996.309877674835,1001.12525365149,2787.73133744519,0.0125348959913042,401
"489",853.502069351698,856.68930040275,2301.47757942286,0.101865507544359,373
"490",1030.97871488518,1050.15903543134,3000.22768933168,0.0423294831599946,412
"491",1083.4167555621,1101.93494141045,3308.17691473926,0.0125174459073865,411
"492",919.710432864373,922.49123557271,2533.87626142505,0.00834121301299438,383
"493",930.818977461701,944.219009067836,2498.80904651924,0.0157243486966371,397
"494",992.048364907685,1004.20667015853,2993.86392183204,0.0121816966299584,383
"495",1025.44138425611,1024.13737490388,3115.21699995058,0.0633532983481346,388
"496",1054.26342564001,1062.33647017198,3104.13614062545,0.0034874806973772,405
"497",1031.83056697343,1034.41890687683,3078.08714289255,0.0167051658165202,392
"498",1023.64609922154,1013.73995903498,2976.24525894316,0.123123419268692,398
"499",953.745337398248,959.667909616771,2734.84126593756,0.0569873299553804,384
"500",950.418710395864,964.755845894857,2667.53919547274,0.0105694652086454,398
"501",1048.61863680485,1054.08915405997,3172.64592813963,0.0592099674598108,398
"502",1004.49605398451,1027.38005205449,2871.79407988184,0.0215196964386901,411
"503",954.171604206851,964.84968269517,2742.19093128474,0.0807710786713301,389
"504",1170.70127879172,1170.25841226476,3602.78930997321,0.00588327075390292,424
"505",952.171906787609,958.79025678404,2684.86173735787,0.0241333682242319,379
"506",1053.37231746561,1051.16135546917,3191.32469516819,0.0581894448354012,394
