"","ds.est","ds.se","ds.ci.lo","ds.ci.up","dsm.est","dsm.var","dsm.dev","dsm.se","dsm.ci.lo","dsm.ci.up","detections"
"1",1044.74190156851,86.157323279074,886.914249209602,1230.65520918813,1046.30579011035,4551.49325188913,0.0140621550137223,90.1623814040305,883.984021245035,1238.4339310529,243
"2",1115.85940643313,109.763867735043,916.059368132323,1359.23746674182,1119.53350074907,4992.13537758024,0.0177221005126915,92.8547313267394,951.828992741363,1316.78617572856,254
"3",1025.76043181196,88.1993463589835,864.068138666572,1217.71005825396,1029.43415638364,4578.42494333886,0.0017992019811335,87.5156894023193,871.696459364161,1215.71525379636,234
"4",887.762028357519,87.2838967365966,728.919959547887,1081.21805236653,892.571465761195,3367.93751151182,0.0142083286356705,75.5767396306998,756.306548748448,1053.38744297462,239
"5",1009.45798306069,89.3072785549216,846.240789424422,1204.1554038751,1013.50423631884,4655.57830890092,0.000916804607872086,88.9549514982194,853.609339807834,1203.35004449163,223
"6",1071.1689606667,94.3483455713682,898.929650893334,1276.41016308175,1078.58093031546,4862.43444280438,0.000762443310703303,93.6760112311183,910.046819445103,1278.32634363746,242
"7",959.835255813786,90.554617609068,795.22662021021,1158.51720112134,964.489898972803,3965.49143223082,0.00919157678257259,85.012860348573,811.737282451345,1145.98748305777,237
"8",1086.08936575554,99.5978976259974,903.915295673123,1304.97859263336,1095.42453157003,5099.15395623734,0.0210899445644562,91.8675363266014,929.654715999822,1290.75331272309,238
"9",1087.82550003604,103.837851486099,898.216617172971,1317.45983753134,1093.69922585458,5101.08498385804,0.0319884757526736,91.2944633558544,928.899605477946,1287.73657516997,237
"10",885.88851904314,71.7407366036631,754.692725249816,1039.89139144367,889.551561427933,3446.03446210569,0.000479089286579469,79.7491497516213,746.470693676218,1060.05766487881,232
"11",874.207604625258,68.9492390909889,747.95407829983,1021.77253678704,879.103829299923,3426.34810046905,0.00581159267989427,79.0214701003818,737.361884906624,1048.09261030309,228
"12",926.695977244538,86.4087075373997,769.612867957172,1115.84079476306,930.685060713253,3739.79203950696,0.0116829387983359,82.8193924304652,781.998120971067,1107.64292011244,234
"13",1089.65468049091,108.318641731211,892.590389843613,1330.22642437789,1093.39369958166,4861.78968682482,0.0340905150110469,91.1137522337995,928.897176763716,1287.02057901612,249
"14",754.407156886532,71.1659279877435,625.250718857954,910.243109198115,758.424478407584,2654.59173135938,0.0185969081803342,69.571024981561,633.861386508412,907.466051239236,219
"15",915.140035780917,91.7228817886192,748.512815484298,1118.86031576792,919.676437801241,3766.35452523836,0.0463008291484875,79.5682005647757,776.476647318139,1089.28549643842,227
"16",1010.74574346265,93.2987970980927,840.113072671654,1216.0350685641,1015.10719082338,4449.57147322989,0.0238716047696405,85.3519539944104,861.127447768304,1196.62032784093,234
"17",1013.75564584909,79.6177375259198,867.514016122561,1184.65003491739,1019.30227194118,4103.78054928886,0.00209385120975356,85.7888765065071,864.546949995828,1201.75905032049,256
"18",1092.97865068422,97.9242974970745,913.91290304257,1307.12929741387,1096.67119137724,4727.77965041029,0.00190672912316022,91.1971785290447,931.995858620237,1290.44318263097,257
"19",1037.02792499079,84.424287199829,881.764276261975,1219.63085391678,1044.10828202832,4390.44893710086,0.0289810928434257,86.1521885766489,888.443294970952,1227.0474781801,251
"20",1084.78215003953,98.1823752960299,905.548745593338,1299.49085432541,1087.96005850934,5132.11857007825,0.00183945784809655,94.2630439445619,918.33468546791,1288.91689232945,233
"21",927.338277088557,87.7189502020992,768.386473019588,1119.17155018898,931.453101244066,3564.00085053579,0.0233972514984926,84.0780366804396,780.697378146466,1111.3203452496,246
"22",928.531240176834,89.9977621456523,765.560659470447,1126.19457820718,942.378997067952,3918.78941137541,0.0137833827304825,86.0789054910666,788.200094616314,1126.71665504824,229
"23",1099.22603825802,86.9554922052051,939.100374241728,1286.65467113678,1107.15976747334,4832.12895485365,0.0225335152450646,90.5801458547608,943.38070567049,1299.37229301335,257
"24",1006.76733558877,83.4357926338817,853.790216195074,1187.15399729636,1008.4240239227,4171.40979808514,0.0399035627532842,85.6089978321201,854.104674028882,1190.62574289349,247
"25",953.945301048853,81.1370196839392,804.966297998523,1130.49656818658,956.633810029508,4055.76488367334,0.0124570010937793,81.138858297967,810.361243220776,1129.30900156864,228
"26",882.814000108085,90.1855805957389,719.956132000392,1082.51117553703,885.604894157922,3791.91431595745,0.0210716529700605,82.6782082392788,737.812421654062,1063.00193048823,209
"27",1063.24976674444,111.796644282775,860.695922309116,1313.47208367056,1067.46109459098,4839.72234688404,0.0215524796061438,90.444253822172,904.398972490389,1259.92313472854,238
"28",953.863730264707,89.1684296868526,791.359750904371,1149.7375433546,968.646576810336,3973.74624223098,0.0268799965334525,83.3618938640494,818.551276529643,1146.26440355005,239
"29",915.377433934537,84.8896748955401,760.831877034464,1101.31537840208,933.022451166525,3695.02134545833,0.000359211990405323,81.5975824384692,786.306601932142,1107.11380553297,238
"30",1015.04306781759,108.568641083135,819.290826381885,1257.56617350954,1015.84888706457,4535.20834147684,0.0466610427164477,90.7291056937495,853.014090983501,1209.76777788103,230
"31",924.277907985737,93.6479888884633,754.507715505228,1132.24773403205,928.840079966941,3790.97577133564,9.35642112202698e-05,81.2701068791668,782.719010055635,1102.23960715055,230
"32",1084.7451923341,122.25503615996,864.329763828618,1361.36944663318,1092.19070741961,4921.57794489202,0.0276282391284198,91.2022122220768,927.562637310904,1286.03772229552,245
