"","x"
"1",1115.25701434847
"2",922.608160327384
"3",693.387953773265
"4",953.609427597753
"5",977.078053700516
"6",997.765112522931
"7",888.586317135159
"8",865.555009874901
"9",1088.19672964187
"10",1282.70235703342
"11",1036.76404660451
"12",1122.53935774179
"13",998.569114790462
"14",991.707206576929
"15",954.82798526844
"16",1203.69211283107
"17",1081.84373399421
"18",932.894502648981
"19",802.759104462505
"20",1307.12010818133
"21",981.473817386811
"22",1156.14997231322
"23",918.248089230021
"24",991.675435082638
"25",1374.31012478161
"26",1163.71161572498
"27",1242.95029643394
"28",925.054177783365
"29",1223.35333163227
"30",1031.14316103344
"31",1068.43825454875
"32",927.48780356089
"33",661.089284175109
"34",944.440342171985
"35",962.54872656794
"36",1313.16540446485
"37",1035.6917886275
"38",1192.12598120669
"39",725.513684076624
"40",1065.60460285603
"41",784.427331934287
"42",1083.59110449537
"43",1014.07722897072
"44",955.140064820065
"45",959.728403643604
"46",1038.8041135233
"47",841.405393970812
"48",1257.75016981041
"49",1036.06390551421
"50",1019.89447085726
"51",984.749896739347
"52",926.940419533583
"53",1047.47426039016
"54",907.457368181062
"55",750.356295777933
"56",963.854354117997
"57",1042.73055068292
"58",1145.83861982714
"59",1241.42646503575
"60",984.635026225123
"61",1045.79060551971
"62",1049.48190993573
"63",1024.29306497745
"64",1299.27915007357
"65",1046.99052623998
"66",1065.49153050331
"67",1020.55246683411
"68",1144.58372683101
"69",963.202251244019
"70",901.734119016332
"71",931.574048486293
"72",865.277489683581
"73",1004.24292543718
"74",842.556003728585
"75",1250.63065751013
"76",1084.36443441944
"77",935.781553850491
"78",930.348268214559
"79",865.006802259536
"80",998.87015825838
"81",746.08921296825
"82",1003.0026618629
"83",1108.19129935586
"84",817.843069526491
"85",1151.05879847415
"86",1147.34727691168
"87",1040.56586365466
"88",955.527114603659
"89",1072.20539849494
"90",1149.17287474945
"91",1079.60695860973
"92",1084.17363677775
"93",956.855958450369
"94",984.948757518926
"95",1005.43081199015
"96",1421.83413845161
"97",801.66974736991
"98",913.298321205142
"99",1388.96377678709
"100",1226.05414681388
"101",1050.41614672527
"102",765.970854379838
"103",1052.86499734304
"104",1023.16235866606
"105",1142.62196299657
"106",793.182981430274
"107",1093.61679741569
"108",948.941878263519
"109",1068.83365622279
"110",1044.75495742085
"111",1081.2547818986
"112",885.822788395951
"113",916.284332493459
"114",1032.82183000423
"115",1090.57215871139
"116",1057.28437324462
"117",858.828960347567
"118",984.127555479682
"119",1104.29335366437
"120",1404.59627506812
"121",787.112358752477
"122",1045.78505188738
"123",880.750869556411
"124",1011.08983202888
"125",899.151429029594
"126",1156.92209542614
"127",1121.8279195073
"128",1131.54240064959
"129",1007.57070332202
"130",992.0932433267
"131",1105.39085875751
"132",1135.48765762921
"133",830.761796881948
"134",1234.74702271968
"135",1114.16625150688
"136",997.034625306461
"137",825.791180354209
"138",950.987760806438
"139",685.752158495724
"140",1128.22509286855
"141",851.343292930769
"142",981.056733172706
"143",981.35909406638
"144",1001.30865479012
"145",966.690742025723
"146",949.95310153534
"147",1191.60948276427
"148",872.489372082088
"149",1279.78198406131
"150",969.465411301952
"151",1063.7764015549
"152",713.737677664762
"153",1025.87240788021
"154",971.910705205953
"155",1008.35307065852
"156",949.660358552761
"157",1153.28553548938
"158",1181.27011888496
"159",927.739827138912
"160",1147.82862111877
"161",675.644347493965
"162",922.761047928382
"163",1061.39212603964
"164",999.781584987526
"165",1340.49125971446
"166",1072.47147881776
"167",1132.51522572271
"168",772.861346459626
"169",996.947775262626
"170",840.793728594862
"171",1390.06256140346
"172",1316.41330294236
"173",707.615760098706
"174",1036.98985091263
"175",1074.45519236152
"176",826.142861921169
"177",915.507014094659
"178",1454.87403382046
"179",942.954736234936
"180",902.794899035628
"181",951.095127674791
"182",1150.21812724498
"183",966.391942973721
"184",934.134100422166
"185",1191.67512000387
"186",681.757671005995
"187",849.463044250796
"188",1025.5177921425
"189",1016.22961258607
"190",932.26996160005
"191",908.928436574592
"192",1124.58620649883
"193",886.604374542314
"194",984.144279850979
"195",1159.44815076011
"196",914.518713558329
"197",982.883561799257
"198",1193.49836264121
"199",1124.32667282436
"200",1006.32896069945
"201",763.891188438607
"202",1098.89625096152
"203",1045.38765193692
"204",838.821034349995
"205",1119.91397938441
"206",873.907479453994
"207",1164.6116743902
"208",1259.74688559051
"209",943.856509552461
"210",932.292456316327
"211",924.759422868688
"212",1009.3171860006
"213",1150.70975238065
"214",903.879059880723
"215",1268.49603229929
"216",959.728693624999
"217",1304.50402607326
"218",1181.8662342062
"219",935.594667016192
"220",1050.13802701625
"221",893.466016845033
"222",1340.25481495163
"223",928.752985695503
"224",1270.20756796842
"225",693.306480213183
"226",1048.73427400689
"227",974.796001024774
"228",842.989717119971
"229",1135.1625330756
"230",1099.45779670591
"231",956.951474433558
"232",974.315070062194
"233",940.547868528642
"234",868.391909734624
"235",938.800287881239
"236",1361.24480132465
"237",1100.32491972395
"238",1029.13884865142
"239",864.051678943776
"240",1224.21844920218
"241",908.502245000904
"242",892.527328195138
"243",957.85361982831
"244",878.731962562758
"245",857.467964813785
"246",753.484183294456
"247",809.015264400874
"248",943.81551100056
"249",1008.11903995822
"250",1043.56545834493
"251",997.889438343421
"252",1135.68120981907
"253",1107.50277312725
"254",993.166528316779
"255",1269.48509188307
"256",1151.25342559604
"257",701.809764719505
"258",1084.94946702419
"259",858.251162641588
"260",794.091341046516
"261",1073.8425442263
"262",1149.10189629956
"263",1108.73098153331
"264",1134.78227783044
"265",878.158115860665
"266",1023.28749157309
"267",1193.37854092053
"268",988.761864339059
"269",901.966398265064
"270",961.648603156713
"271",933.489856006137
"272",1124.42839135207
"273",1038.21225728569
"274",1018.97535910816
"275",1040.21248510705
"276",928.398279632863
"277",1220.98073163815
"278",923.479995479244
"279",1033.45605013593
"280",875.703952617956
"281",761.758664519988
"282",1233.73120356608
"283",1368.37507701273
"284",1079.14802690517
"285",1031.94025040652
"286",1028.6724192271
"287",1023.21843232792
"288",1258.78475148029
"289",908.0454856403
"290",941.301998949099
"291",787.279836039556
"292",975.782388113582
"293",1239.38628009444
"294",1079.82516540748
"295",1206.98462600551
"296",971.139159269655
"297",1216.71966307297
"298",1173.17745297885
"299",927.311476888016
"300",905.896246413245
"301",1028.84445872285
